text,department,sentiment,id
La camera si presenta piena di polvere,Housekeeping,neg,173
L'offerta gastronomica è varia e gustosa,F&B,pos,185
La reception risulta scortese,Reception,neg,72
Il servizio di reception è attento alle richieste,Reception,pos,148
Durante il soggiorno il personale è stato ben organizzato,Reception,pos,78
Il servizio di ristorazione è di bassa qualità,F&B,neg,126
Il servizio di reception è poco disponibile,Reception,neg,132
Hotel un po' retrò nelle immediate vicinanze della stazione ferroviaria di Bari. Internamente curato. Stanze spaziose e confortevoli. Silenziose la sera almeno lato strada. Molto pulite. Reception cortese. Buona la prima colazione.,Reception,pos,22
La colazione è scarsa,F&B,neg,75
reception veloce direi non so se housekeeping o reception,Reception,pos,197
Il personale si è dimostrato cordiale,Reception,pos,195
La camera risulta perfettamente ordinata,Housekeeping,pos,131
Il servizio di reception è cordiale,Reception,pos,227
Personale ok direi reception o forse ristorante,Reception,pos,114
La camera è in ottime condizioni,Housekeeping,pos,33
BUFFET SODDISFACENTE DIREI,F&B,pos,44
CAMERA PULITISSIMA ALLA HOUSEKEEPING,Housekeeping,pos,166
DURANTE IL SOGGIORNO RECEPTION LENTA,Reception,neg,157
Durante il soggiorno la camera è stata poco curata,Housekeeping,neg,140
La reception risulta molto disponibile,Reception,pos,11
Poco assortimento direi,F&B,neg,155
L'accoglienza è stata cordiale,Reception,pos,15
camera davvero in ordine direi,Housekeeping,pos,112
NEL COMPLESSO TUTTO OK CON LA STANZA,Housekeeping,pos,107
Durante il soggiorno il cibo è apprezzabile,F&B,pos,19
RECEPTION LENTA ALLA RECEPTION,Reception,neg,46
NEL COMPLESSO SERVIZIO NON BUONO,Reception,neg,55
Durante il soggiorno il personale è stato efficiente,Reception,pos,56
La camera si presenta poco curata,Housekeeping,neg,196
Durante il soggiorno cibo ok,F&B,pos,41
NEL COMPLESSO PERSONALE SCORTESE,Reception,neg,54
La qualità del cibo è buona,F&B,pos,113
La colazione è soddisfacente,F&B,pos,155
Durante il soggiorno cameraa pulitissima,Housekeeping,pos,142
Il servizio di reception è inefficiente,Reception,neg,25
Camera davvero in ordine alla housekeeping,Housekeeping,pos,121
BUONA PULIZIA GENERALE DIREI,Housekeeping,pos,5
Il buffet è scarsa,F&B,neg,180
Il personale si è dimostrato inefficiente,Reception,neg,42
Durante il soggiorno tutto ok con la stanza,Housekeeping,pos,51
Il livello di pulizia è perfettamente ordinata,Housekeeping,pos,101
La reception è reception veloce reception o forse ristorante,Reception,pos,180
Cibo freddo direi,F&B,neg,134
Abbiamo trovato la camera sporca,Housekeeping,neg,137
Reception veloce alla reception area servizio,Reception,pos,48
L'offerta gastronomica è soddisfacente,F&B,pos,22
Durante il soggiorno non era pulita bene,Housekeeping,neg,108
Il personale si è dimostrato poco professionale,Reception,neg,46
La camera è non pulita,Housekeeping,neg,168
la Reception è reception lenta,Reception,neg,97
ACCOGLIENZA BUONA ALLA RECEPTION reception o forse ristorante,Reception,pos,160
Poco assortimento alla f&b,F&B,neg,15
Il buffet è non soddisfacente,F&B,neg,57
L'accoglienza è stata attento alle richieste,Reception,pos,199
La qualità del cibo è ben preparata,F&B,pos,175
Il livello di pulizia è non pulita,Housekeeping,neg,24
Il servizio di ristorazione è fredda,F&B,neg,17
Il servizio di reception è efficiente,Reception,pos,66
la Housekeeping è cmera lasciata male,Housekeeping,neg,167
Abbiamo trovato la camera con scarsa igiene,Housekeeping,neg,86
L'offerta gastronomica è poco varia,F&B,neg,31
La qualità del cibo è scarsa,F&B,neg,84
Nel complesso accoglienza buona,Reception,pos,66
RECEPTION VELOCE DIREI forse housekeeping,Reception,pos,192
Il servizio di ristorazione è non soddisfacente,F&B,neg,192
L'offerta gastronomica è fredda,F&B,neg,117
Il buffet è ben preparata,F&B,pos,94
Durante il soggiorno personale ok forse housekeeping,Reception,pos,0
PULIZIA SCARSA ALLA HOUSEKEEPING,Housekeeping,neg,187
Il buffet è apprezzabile,F&B,pos,249
Hotel molto comodo al centro. Stanze pulite e spaziose... Noi ci siamo trovati molto bene. Il ragazzo alla reception molto gentile. Consigliatissimo,Reception,pos,2
Durante il soggiorno il cibo è di qualità,F&B,pos,237
La camera si presenta ben mantenuta,Housekeeping,pos,220
La camera risulta poco curata,Housekeeping,neg,104
reception veloce direi,Reception,pos,47
Il personale si è dimostrato lento,Reception,neg,5
L'accoglienza è stata disorganizzato,Reception,neg,116
Il personale si è dimostrato scortese,Reception,neg,45
durante il soggiorno camera lasciata male,Housekeeping,neg,57
Durante il soggiorno la camera è stata impeccabile,Housekeeping,pos,228
LA RECEPTION È RECEPTION VELOCE,Reception,pos,148
personale scortese alla Reception,Reception,neg,40
La camera è molto pulita,Housekeeping,pos,16
reception veloce direi reception o forse ristorante,Reception,pos,177
Il personale si è dimostrato gentile,Reception,pos,63
cameraa pulitissima direi area servizio,Housekeeping,pos,79
L'accoglienza è stata professionale,Reception,pos,3
Il servizio di ristorazione è ben preparata,F&B,pos,153
La camera si presenta fresca e pulita,Housekeeping,pos,60
Il personale è inefficiente,Reception,neg,110
durante il soggiorno poco assortimento,F&B,neg,83
La reception risulta inefficiente,Reception,neg,229
Durante il soggiorno il personale è stato poco professionale,Reception,neg,29
Il servizio di reception è poco professionale,Reception,neg,154
La camera risulta in ottime condizioni,Housekeeping,pos,231
La camera è poco curata,Housekeeping,neg,26
Il livello di pulizia è fresca e pulita,Housekeeping,pos,7
Nel complesso buffet soddisfacente area servizio,F&B,pos,170
La colazione è non soddisfacente,F&B,neg,108
Durante il soggiorno la camera è stata ben curata,Housekeeping,pos,238
Nel complesso camra davvero in ordine forse housekeeping,Housekeeping,pos,181
La camera risulta non pulita,Housekeeping,neg,118
Il livello di pulizia è ben mantenuta,Housekeeping,pos,114
la Reception è accoglienza buona,Reception,pos,110
staff gentile direi non so se housekeeping o reception,Reception,pos,171
Durante il soggiorno il cibo è deludente,F&B,neg,239
Nel complesso staff gentile,Reception,pos,91
La housekeeping è camra sporca reception o forse ristorante,Housekeeping,neg,101
Nel complesso cmera lasciata male,Housekeeping,neg,131
Nel complesso tutto abbastanza buono area servizio,F&B,pos,129
L'offerta gastronomica è ottima,F&B,pos,181
nel complesso cibo ok reception o forse ristorante,F&B,pos,162
Il personale si è dimostrato professionale,Reception,pos,141
LA F&B È COLAZIONE SCARSA,F&B,neg,118
Il personale è poco professionale,Reception,neg,244
Nel complesso cibo ok area servizio,F&B,pos,130
non era pulita bene direi,Housekeeping,neg,70
Abbiamo trovato la camera poco curata,Housekeeping,neg,109
L'offerta gastronomica è di bassa qualità,F&B,neg,208
La reception risulta efficiente,Reception,pos,145
DURANTE IL SOGGIORNO STAFF GENTILE area servizio,Reception,pos,75
La camera è sporca,Housekeeping,neg,152
LA HOUSEKEEPING È PULIZIA SCARSA,Housekeeping,neg,154
Il personale è molto disponibile,Reception,pos,193
Durante il soggiorno il personale è stato inefficiente,Reception,neg,83
camera lasciata male direi,Housekeeping,neg,144
Durante il soggiorno la camera è stata con scarsa igiene,Housekeeping,neg,165
NEL COMPLESSO SERVIZIO NON BUONO non so se housekeeping o reception,Reception,neg,30
La camera è grande e carina..accogliente e con frigobar.ottima colazione! È vicino ai luoghi come la cattedrale e la basilica...ma anche a tutti i locali,F&B,neg,44
La colazione è ottima,F&B,pos,74
DURANTE IL SOGGIORNO TUTTO ABBASTANZA BUONO area servizzio,F&B,pos,179
COLAZIONE SCARSA DIREI,F&B,neg,67
La qualità del cibo è di qualità,F&B,pos,210
Abbiamo trovato la camera in ottime condizioni,Housekeeping,pos,119
LA F&B È QUALITÀ BASSA,F&B,neg,190
durante il soggiorno cibo ok area servizio,F&B,pos,159
nel complesso non era pulita bene non so se housekeeping o reception,Housekeeping,neg,125
LA F&B È CIBO FREDDO,F&B,neg,105
Hotel pulito e in posizione strategica.,Housekeeping,pos,10
nel complesso reception veloce,Reception,pos,84
cibo ok direi,F&B,pos,25
Attesa lunga alla reception,Reception,neg,104
La camera risulta impeccabile,Housekeeping,pos,245
La colazione è apprezzabile,F&B,pos,36
La reception risulta poco professionale,Reception,neg,139
DURANTE IL SOGGIORNO CAMERA PULITISSIMA area servizzio,Housekeeping,pos,86
L'offerta gastronomica è deludente,F&B,neg,204
La reception è personale ok area servizio,Reception,pos,152
Durante il soggiorno pulizia scarsa,Housekeeping,neg,11
Il livello di pulizia è maleodorante,Housekeeping,neg,59
Durante il soggiorno il personale è stato scortese,Reception,neg,111
Abbiamo trovato la camera ben curata,Housekeeping,pos,248
La housekeeping è camra pulitissima,Housekeeping,pos,37
La camera è igienizzata correttamente,Housekeeping,pos,6
Nel complesso qualità bassa,F&B,neg,82
STAFF GENTILE ALLA RECEPTION area servizioo,Reception,pos,68
La qualità del cibo è poco varia,F&B,neg,158
Il personale è lento,Reception,neg,150
La qualità del cibo è deludente,F&B,neg,177
Il livello di pulizia è molto pulita,Housekeeping,pos,184
La camera si presenta in ottime condizioni,Housekeeping,pos,10
la F&B è cibo ok,F&B,pos,72
Il livello di pulizia è in ottime condizioni,Housekeeping,pos,103
Durante il soggiorno la camera è stata maleodorante,Housekeeping,neg,81
L'accoglienza è stata scortese,Reception,neg,38
Servizio non buono alla reception,Reception,neg,96
Il livello di pulizia è impeccabile,Housekeeping,pos,167
Durante il soggiorno pulizia scarsa non so se housekeeping o reception,Housekeeping,neg,183
durante il soggiorno staff gentile,Reception,pos,88
Il personale si è dimostrato ben organizzato,Reception,pos,198
CAMERA PULITISSIMA DIREI,Housekeeping,pos,21
NEL COMPLESSO PERSONALE OK,Reception,pos,61
Il personale si è dimostrato molto disponibile,Reception,pos,218
Durante il soggiorno il personale è stato disorganizzato,Reception,neg,194
Durante il soggiorno il personale è stato cordiale,Reception,pos,89
buffet soddisfacente alla F&B,F&B,pos,3
Il servizio di ristorazione è di qualità,F&B,pos,163
RECEPTION LENTA DIREI,Reception,neg,161
Durante il soggiorno il personale è stato lento,Reception,neg,147
Durante il soggiorno il personale è stato gentile,Reception,pos,2
La colazione è varia e gustosa,F&B,pos,92
LA RECEPTION È PERSONALE OK,Reception,pos,120
Durante il soggiorno il cibo è scarsa,F&B,neg,69
Durante il soggiorno poco assortimento forse housekeeping,F&B,neg,12
L'accoglienza è stata gentile,Reception,pos,123
personale ok alla Reception,Reception,pos,90
Il livello di pulizia è piena di polvere,Housekeeping,neg,96
La reception risulta attento alle richieste,Reception,pos,143
Durante il soggiorno personale ok,Reception,pos,99
colazionee scarsa direi reception o forse ristorante,F&B,neg,199
Durante il soggiorno il personale è stato professionale,Reception,pos,246
Il buffet è soddisfacente,F&B,pos,97
LA HOUSEKEEPING È CAMERA PULITISSIMA,Housekeeping,pos,34
Durante il soggiorno la camera è stata trascurata,Housekeeping,neg,68
Il personale si è dimostrato attento alle richieste,Reception,pos,23
Il personale si è dimostrato poco disponibile,Reception,neg,37
La camera risulta pulita e ordinata,Housekeeping,pos,144
L'accoglienza è stata molto disponibile,Reception,pos,122
Durante il soggiorno il cibo è di bassa qualità,F&B,neg,183
Il livello di pulizia è igienizzata correttamente,Housekeeping,pos,202
Il personale si è dimostrato efficiente,Reception,pos,182
La colazione è deludente,F&B,neg,67
Il servizio di ristorazione è deludente,F&B,neg,247
La f&b è buffet soddisfacente,F&B,pos,115
durante il soggiorno tutto abbastanza buono,F&B,pos,22
PERSONALE SCORTESE ALLA RECEPTION non so se housekeeping o reception,Reception,neg,73
LA F&B È POCO ASSORTIMENTO,F&B,neg,24
Durante il soggiorno colazionee buona non so se housekeeping o reception,F&B,pos,117
LA RECEPTION È ACCOGLIENZA BUONA forse housekeeping,Reception,pos,136
La camera risulta piena di polvere,Housekeeping,neg,125
La camera si presenta molto pulita,Housekeeping,pos,146
camra davvero in ordine alla Housekeeping,Housekeeping,pos,102
Durante il soggiorno buona pulizia generale non so se housekeeping o reception,Housekeeping,pos,184
Il personale è ben organizzato,Reception,pos,223
COLAZIONE SCARSA ALLA F&B area servizzio,F&B,neg,138
La colazione è di qualità,F&B,pos,219
La camera si presenta ben curata,Housekeeping,pos,129
COLAZIONE SCARSA ALLA F&B,F&B,neg,139
Personale ok alla reception reception o forse ristorante,Reception,pos,153
accoglienza buona direi forse housekeeping,Reception,pos,52
Posizione ottima e petsonale gentile e cortese sono i punti di forza.,Reception,pos,43
La reception è staff gentile,Reception,pos,16
LA HOUSEKEEPING È CAMERA DAVVERO IN ORDINE,Housekeeping,pos,149
staff gentile alla Reception reception o forse ristorante,Reception,pos,18
NEL COMPLESSO POCO ASSORTIMENTO,F&B,neg,182
Il servizio di reception è lento,Reception,neg,112
Il livello di pulizia è sporca,Housekeeping,neg,179
Durante il soggiorno servizio non buono,Reception,neg,31
attesa lunga direi,Reception,neg,62
COLAZIONE BUONA DIREI,F&B,pos,127
Nel complesso cibo ok forse housekeeping,F&B,pos,194
cameraa davvero in ordine alla Housekeeping,Housekeeping,pos,81
Il livello di pulizia è poco curata,Housekeeping,neg,233
COLAZIONE BUONA DIREI non so se housekeeping o reception,F&B,pos,39
Abbiamo trovato la camera ben mantenuta,Housekeeping,pos,164
Il servizio di ristorazione è varia e gustosa,F&B,pos,136
Abbiamo trovato la camera igienizzata correttamente,Housekeeping,pos,197
reception veloce alla Reception,Reception,pos,8
La camera risulta sporca,Housekeeping,neg,232
Abbiamo trovato la camera trascurata,Housekeeping,neg,115
Il servizio di reception è gentile,Reception,pos,120
durante il soggiorno cmera sporca reception o forse ristorante,Housekeeping,neg,71
La reception risulta lento,Reception,neg,224
colazzione scarsa alla F&B,F&B,neg,123
TUTTO OK CON LA STANZA DIREI,Housekeeping,pos,60
L'offerta gastronomica è di qualità,F&B,pos,127
Nel complesso cibo freddo,F&B,neg,35
durante il soggiorno tutto ok con la stanza area servizio,Housekeeping,pos,132
La reception risulta poco disponibile,Reception,neg,107
la Housekeeping è cameraa davvero in ordine reception o forse ristorante,Housekeeping,pos,92
DURANTE IL SOGGIORNO ACCOGLIENZA BUONA,Reception,pos,49
La camera risulta ben mantenuta,Housekeeping,pos,133
LA F&B È BUFFET SODDISFACENTE non so se housekeeping o reception,F&B,pos,85
La colazione è fredda,F&B,neg,44
reception veloce alla Reception reception o forse ristorante,Reception,pos,175
Il personale è scortese,Reception,neg,65
QUALITÀ BASSA ALLA F&B,F&B,neg,33
La camera risulta ben curata,Housekeeping,pos,85
Il buffet è di bassa qualità,F&B,neg,242
Il servizio di reception è disorganizzato,Reception,neg,186
Durante il soggiorno il cibo è buona,F&B,pos,159
Il servizio di ristorazione è buona,F&B,pos,12
Abbiamo trovato la camera perfettamente ordinata,Housekeeping,pos,35
Il servizio di ristorazione è apprezzabile,F&B,pos,28
La camera si presenta con scarsa igiene,Housekeeping,neg,170
La colazione è poco varia,F&B,neg,142
ACCOGLIENZA BUONA ALLA RECEPTION,Reception,pos,119
DURANTE IL SOGGIORNO CAMERA DAVVERO IN ORDINE forse housekeeping,Housekeeping,pos,156
La colazione è buona,F&B,pos,221
Durante il soggiorno il cibo è ben preparata,F&B,pos,95
Il personale si è dimostrato disorganizzato,Reception,neg,51
Durante il soggiorno la camera è stata molto pulita,Housekeeping,pos,240
LA HOUSEKEEPING È TUTTO OK CON LA STANZA non so se housekeeping o reception,Housekeeping,pos,106
qualità bassa direi non so se housekeeping o reception,F&B,neg,128
La camera è ben curata,Housekeeping,pos,178
La reception risulta disorganizzato,Reception,neg,41
cameraa pulitissima alla Housekeeping,Housekeeping,pos,141
Abbiamo trovato la camera maleodorante,Housekeeping,neg,206
nel complesso persoale ok,Reception,pos,32
LA HOUSEKEEPING È NON ERA PULITA BENE,Housekeeping,neg,4
Servizio non buono alla reception reception o forse ristorante,Reception,neg,133
Il personale è cordiale,Reception,pos,4
DURANTE IL SOGGIORNO RECEPTION VELOCE,Reception,pos,6
La f&b è tutto abbastanza buono forse housekeeping,F&B,pos,165
L'accoglienza è stata poco disponibile,Reception,neg,100
Il servizio di reception è scortese,Reception,neg,226
LA RECEPTION È SERVIZIO NON BUONO area servizzio,Reception,neg,145
La camera è piena di polvere,Housekeeping,neg,213
Il buffet è varia e gustosa,F&B,pos,171
Il servizio di ristorazione è soddisfacente,F&B,pos,98
cibo ok alla F&B,F&B,pos,42
La camera è perfettamente ordinata,Housekeeping,pos,215
La qualità del cibo è non soddisfacente,F&B,neg,61
La camera è fresca e pulita,Housekeeping,pos,47
Durante il soggiorno il personale è stato attento alle richieste,Reception,pos,32
DURANTE IL SOGGIORNO TUTTO ABBASTANZA BUONO forse housekeeping,F&B,pos,17
Buffet soddisfacente alla f&b forse housekeeping,F&B,pos,77
La qualità del cibo è varia e gustosa,F&B,pos,200
accoglienza buona alla Reception area servizio,Reception,pos,188
La colazione è di bassa qualità,F&B,neg,27
Nel complesso cameraa pulitissima,Housekeeping,pos,111
Il servizio di reception è ben organizzato,Reception,pos,230
Nel complesso pulizia scarsa,Housekeeping,neg,10
colazione buona alla F&B area servizioo,F&B,pos,38
La reception risulta ben organizzato,Reception,pos,162
Durante il soggiorno cmera davvero in ordine,Housekeeping,pos,143
L'offerta gastronomica è scarsa,F&B,neg,138
Il livello di pulizia è ben curata,Housekeeping,pos,62
Il personale è gentile,Reception,pos,135
La qualità del cibo è soddisfacente,F&B,pos,128
DURANTE IL SOGGIORNO PERSONALE SCORTESE,Reception,neg,189
La qualità del cibo è di bassa qualità,F&B,neg,8
Personale ok alla reception non so se housekeeping o reception,Reception,pos,76
durante il soggiorno qualità bassa area servizio,F&B,neg,178
Il buffet è deludente,F&B,neg,64
nel complesso personale ok non so se housekeeping o reception,Reception,pos,50
L'accoglienza è stata efficiente,Reception,pos,14
La qualità del cibo è apprezzabile,F&B,pos,156
La qualità del cibo è fredda,F&B,neg,40
la Reception è persoale scortese,Reception,neg,174
DURANTE IL SOGGIORNO ACCOGLIENZA BUONA forse housekeeping,Reception,pos,124
L'offerta gastronomica è buona,F&B,pos,216
Nel complesso tutto abbastanza buono,F&B,pos,29
durante il soggiorno tutto abbastanza buono area servizio,F&B,pos,151
Nel complesso pulizia scarsa non so se housekeeping o reception,Housekeeping,neg,147
buona pulizia generale alla Housekeeping,Housekeeping,pos,87
L'offerta gastronomica è apprezzabile,F&B,pos,236
Il buffet è buona,F&B,pos,207
Il personale è efficiente,Reception,pos,212
TUTTO OK CON LA STANZA ALLA HOUSEKEEPING,Housekeeping,pos,45
Durante il soggiorno colazione scarsa,F&B,neg,172
Nel complesso buffet soddisfacente,F&B,pos,1
,,,"0,""Posizione ideale per visitare i luoghi più significativi della città. Staff molto gentile. Pulizia degli ambienti. Camere confortevoli, eleganti, comode. Saletta della prima colazione carina, anche se piccola."",Reception,pos"
PULIZIA SCARSA DIREI,Housekeeping,neg,173
colazione buona alla F&B,F&B,pos,53
Personale ok direi,Reception,pos,100
cameraa davvero in ordine direi area servizio,Housekeeping,pos,19
Durante il soggiorno il cibo è soddisfacente,F&B,pos,201
L'accoglienza è stata inefficiente,Reception,neg,161
La camera è impeccabile,Housekeeping,pos,43
Durante il soggiorno il cibo è non soddisfacente,F&B,neg,217
L'accoglienza è stata ben organizzato,Reception,pos,190
LA HOUSEKEEPING È BUONA PULIZIA GENERALE,Housekeeping,pos,59
DURANTE IL SOGGIORNO BUFFET SODDISFACENTE,F&B,pos,9
Durante il soggiorno il cibo è fredda,F&B,neg,105
Durante il soggiorno la camera è stata igienizzata correttamente,Housekeeping,pos,53
La camera è maleodorante,Housekeeping,neg,1
STAFF GENTILE ALLA RECEPTION,Reception,pos,158
personalle ok alla Reception,Reception,pos,195
Durante il soggiorno la camera è stata in ottime condizioni,Housekeeping,pos,49
Abbiamo trovato la camera impeccabile,Housekeeping,pos,80
La qualità del cibo è ottima,F&B,pos,205
Il livello di pulizia è con scarsa igiene,Housekeeping,neg,34
durante il soggiorno camera pulitissima,Housekeeping,pos,13
Nel complesso buona pulizia generale forse housekeeping,Housekeeping,pos,116
La camera è con scarsa igiene,Housekeeping,neg,91
Durante il soggiorno cibo freddo reception o forse ristorante,F&B,neg,89
Staff gentile direi,Reception,pos,186
Il personale è poco disponibile,Reception,neg,52
NEL COMPLESSO CAMERA SPORCA,Housekeeping,neg,95
QUALITÀ BASSA DIREI,F&B,neg,14
Abbiamo trovato la camera piena di polvere,Housekeeping,neg,241
La camera si presenta maleodorante,Housekeeping,neg,13
DURANTE IL SOGGIORNO QUALITÀ BASSA,F&B,neg,65
La camera si presenta pulita e ordinata,Housekeeping,pos,88
COLAZIONE SCARSA ALLA F&B non so se housekeeping o reception,F&B,neg,137
tutto abbastanza buono alla F&B,F&B,pos,23
Abbiamo trovato la camera molto pulita,Housekeeping,pos,166
la Housekeeping è tutto ok con la stanza,Housekeeping,pos,78
Terribile. Sono stato derubato di tutti i miei effetti personali e valigie mentre andavo in questo hotel e quando ho chiamato per dire loro che non potevo rimanere perché non avevo effetti personali e non avrebbero cancellato la mia prenotazione e comunque mi hanno addebitato - servizio clienti TERRIBILE.,Reception,neg,7
Il servizio di ristorazione è ottima,F&B,pos,134
nel complesso cibo ok,F&B,pos,56
non era pulita bene alla Housekeeping,Housekeeping,neg,193
camera davvero in ordine direi area servizio,Housekeeping,pos,69
La camera si presenta igienizzata correttamente,Housekeeping,pos,243
Durante il soggiorno la camera è stata sporca,Housekeeping,neg,54
nel complesso buona pulizia generale,Housekeeping,pos,113
La camera risulta molto pulita,Housekeeping,pos,50
L'offerta gastronomica è non soddisfacente,F&B,neg,174
Il buffet è ottima,F&B,pos,189
Buona la posizione non lontana dalla stazione di Bari Centrale e da Corso Cavour. Colazione da migliorare. Camera non spaziosa come dovrebbe essere in un hotel a 3 stelle. La pulizia non è delle migliori.,F&B,neg,31
La camera risulta trascurata,Housekeeping,neg,187
Durante il soggiorno il personale è stato poco disponibile,Reception,neg,169
Durante il soggiorno la camera è stata perfettamente ordinata,Housekeeping,pos,58
Durante il soggiorno la camera è stata ben mantenuta,Housekeeping,pos,48
nel complesso camera davvero in ordine area servizio,Housekeeping,pos,94
La reception risulta professionale,Reception,pos,235
LA F&B È COLAZIONE BUONA,F&B,pos,2
Durante il soggiorno il cibo è poco varia,F&B,neg,21
CAMERA PULITISSIMA ALLA HOUSEKEEPING non so se housekeeping o reception,Housekeeping,pos,63
Il personale è attento alle richieste,Reception,pos,160
Durante il soggiorno colazione buona,F&B,pos,26
La reception risulta gentile,Reception,pos,191
accoglienza buona alla Reception non so se housekeeping o reception,Reception,pos,135
LA RECEPTION È ATTESA LUNGA,Reception,neg,43
NEL COMPLESSO CAMERA PULITISSIMA area servizio,Housekeeping,pos,163
NEL COMPLESSO CAMERA DAVVERO IN ORDINE,Housekeeping,pos,93
accoglienza buona direi,Reception,pos,7
NEL COMPLESSO COLAZIONE BUONA,F&B,pos,58
L'offerta gastronomica è ben preparata,F&B,pos,149
Durante il soggiorno la camera è stata pulita e ordinata,Housekeeping,pos,130
Il livello di pulizia è pulita e ordinata,Housekeeping,pos,151
La reception è servizio non buono,Reception,neg,109
Il livello di pulizia è trascurata,Housekeeping,neg,99
durante il soggiorno staff gentile area servizzio,Reception,pos,122
Il buffet è di qualità,F&B,pos,87
CAMERA DAVVERO IN ORDINE DIREI non so se housekeeping o reception,Housekeeping,pos,80
Durante il soggiorno il personale è stato molto disponibile,Reception,pos,214
La colazione è ben preparata,F&B,pos,121
Struttura molto ben rinnovata e nella sua semplicità con un piacevolissimo design.La mia camera a tre letti era ampia e il bagno molto funzionale con una comodissima doccia.Tutto molto pulito e in ordine.,Housekeeping,pos,47
Il buffet è poco varia,F&B,neg,20
La camera è ben mantenuta,Housekeeping,pos,188
La camera si presenta perfettamente ordinata,Housekeeping,pos,71
L'accoglienza è stata poco professionale,Reception,neg,106
poco assortimento direi non so se housekeeping o reception,F&B,neg,20
DURANTE IL SOGGIORNO BUONA PULIZIA GENERALE,Housekeeping,pos,98
Personale ok alla reception area servizio,Reception,pos,185
Il buffet è fredda,F&B,neg,102
