text,department,sentiment,id
LA RECEPTION È SERVIZIO NON BUONO area servizzio,Reception,neg,145
Il buffet è fredda,F&B,neg,213
La reception risulta molto disponibile,Reception,pos,171
Il personale si è dimostrato disorganizzato,Reception,neg,98
cibo ok alla F&B,F&B,pos,42
La camera è perfettamente ordinata,Housekeeping,pos,215
Durante il soggiorno il personale è stato professionale,Reception,pos,61
Il livello di pulizia è sporca,Housekeeping,neg,47
Il livello di pulizia è non pulita,Housekeeping,neg,32
DURANTE IL SOGGIORNO TUTTO ABBASTANZA BUONO forse housekeeping,F&B,pos,17
Buffet soddisfacente alla f&b forse housekeeping,F&B,pos,77
La camera è molto pulita,Housekeeping,pos,200
accoglienza buona alla Reception area servizio,Reception,pos,188
Durante il soggiorno il cibo è di qualità,F&B,pos,27
Nel complesso cameraa pulitissima,Housekeeping,pos,111
Abbiamo trovato la camera con scarsa igiene,Housekeeping,neg,230
Nel complesso pulizia scarsa,Housekeeping,neg,10
colazione buona alla F&B area servizioo,F&B,pos,38
Durante il soggiorno il cibo è scarsa,F&B,neg,162
Durante il soggiorno cmera davvero in ordine,Housekeeping,pos,143
Durante il soggiorno la camera è stata in ottime condizioni,Housekeeping,pos,138
Durante il soggiorno la camera è stata pulita e ordinata,Housekeeping,pos,62
La camera risulta sporca,Housekeeping,neg,135
La camera risulta ben mantenuta,Housekeeping,pos,128
DURANTE IL SOGGIORNO PERSONALE SCORTESE,Reception,neg,189
La qualità del cibo è scarsa,F&B,neg,8
Personale ok alla reception non so se housekeeping o reception,Reception,pos,76
durante il soggiorno qualità bassa area servizio,F&B,neg,178
La camera è trascurata,Housekeeping,neg,64
nel complesso personale ok non so se housekeeping o reception,Reception,pos,50
La colazione è non soddisfacente,F&B,neg,14
La qualità del cibo è ben preparata,F&B,pos,156
La camera è poco curata,Housekeeping,neg,40
la Reception è persoale scortese,Reception,neg,174
DURANTE IL SOGGIORNO ACCOGLIENZA BUONA forse housekeeping,Reception,pos,124
Durante il soggiorno il cibo è buona,F&B,pos,216
Nel complesso tutto abbastanza buono,F&B,pos,29
durante il soggiorno tutto abbastanza buono area servizio,F&B,pos,151
Nel complesso pulizia scarsa non so se housekeeping o reception,Housekeeping,neg,147
buona pulizia generale alla Housekeeping,Housekeeping,pos,87
Il personale è scortese,Reception,neg,236
Durante il soggiorno la camera è stata poco curata,Housekeeping,neg,207
La camera risulta fresca e pulita,Housekeeping,pos,212
TUTTO OK CON LA STANZA ALLA HOUSEKEEPING,Housekeeping,pos,45
Durante il soggiorno colazione scarsa,F&B,neg,172
Nel complesso buffet soddisfacente,F&B,pos,1
,,,"0,""Posizione ideale per visitare i luoghi più significativi della città. Staff molto gentile. Pulizia degli ambienti. Camere confortevoli, eleganti, comode. Saletta della prima colazione carina, anche se piccola."",Reception,pos"
PULIZIA SCARSA DIREI,Housekeeping,neg,173
colazione buona alla F&B,F&B,pos,53
Personale ok direi,Reception,pos,100
cameraa davvero in ordine direi area servizio,Housekeeping,pos,19
Durante il soggiorno il personale è stato poco professionale,Reception,neg,201
Abbiamo trovato la camera trascurata,Housekeeping,neg,161
La camera è ben curata,Housekeeping,pos,43
La qualità del cibo è deludente,F&B,neg,217
Durante il soggiorno il cibo è ben preparata,F&B,pos,190
LA HOUSEKEEPING È BUONA PULIZIA GENERALE,Housekeeping,pos,59
DURANTE IL SOGGIORNO BUFFET SODDISFACENTE,F&B,pos,9
La camera si presenta perfettamente ordinata,Housekeeping,pos,105
Durante il soggiorno il personale è stato cordiale,Reception,pos,53
Abbiamo trovato la camera poco curata,Housekeeping,neg,1
STAFF GENTILE ALLA RECEPTION,Reception,pos,158
personalle ok alla Reception,Reception,pos,195
Abbiamo trovato la camera sporca,Housekeeping,neg,49
Abbiamo trovato la camera molto pulita,Housekeeping,pos,80
Il personale è poco professionale,Reception,neg,205
Il buffet è ottima,F&B,pos,34
durante il soggiorno camera pulitissima,Housekeeping,pos,13
Nel complesso buona pulizia generale forse housekeeping,Housekeeping,pos,116
La camera risulta perfettamente ordinata,Housekeeping,pos,91
Durante il soggiorno cibo freddo reception o forse ristorante,F&B,neg,89
Staff gentile direi,Reception,pos,186
Il personale si è dimostrato cordiale,Reception,pos,52
NEL COMPLESSO CAMERA SPORCA,Housekeeping,neg,95
QUALITÀ BASSA DIREI,F&B,neg,14
La camera si presenta molto pulita,Housekeeping,pos,241
L'accoglienza è stata inefficiente,Reception,neg,13
DURANTE IL SOGGIORNO QUALITÀ BASSA,F&B,neg,65
Il servizio di ristorazione è varia e gustosa,F&B,pos,88
COLAZIONE SCARSA ALLA F&B non so se housekeeping o reception,F&B,neg,137
tutto abbastanza buono alla F&B,F&B,pos,23
La reception risulta poco disponibile,Reception,neg,166
la Housekeeping è tutto ok con la stanza,Housekeeping,pos,78
Terribile. Sono stato derubato di tutti i miei effetti personali e valigie mentre andavo in questo hotel e quando ho chiamato per dire loro che non potevo rimanere perché non avevo effetti personali e non avrebbero cancellato la mia prenotazione e comunque mi hanno addebitato - servizio clienti TERRIBILE.,Reception,neg,7
La camera risulta non pulita,Housekeeping,neg,134
nel complesso cibo ok,F&B,pos,56
non era pulita bene alla Housekeeping,Housekeeping,neg,193
camera davvero in ordine direi area servizio,Housekeeping,pos,69
La camera è piena di polvere,Housekeeping,neg,243
L'offerta gastronomica è soddisfacente,F&B,pos,54
nel complesso buona pulizia generale,Housekeeping,pos,113
Il servizio di reception è disorganizzato,Reception,neg,50
Durante il soggiorno la camera è stata fresca e pulita,Housekeeping,pos,174
Il personale è inefficiente,Reception,neg,189
Buona la posizione non lontana dalla stazione di Bari Centrale e da Corso Cavour. Colazione da migliorare. Camera non spaziosa come dovrebbe essere in un hotel a 3 stelle. La pulizia non è delle migliori.,F&B,neg,31
Il livello di pulizia è maleodorante,Housekeeping,neg,187
La camera si presenta igienizzata correttamente,Housekeeping,pos,169
La reception risulta professionale,Reception,pos,58
La colazione è buona,F&B,pos,48
nel complesso camera davvero in ordine area servizio,Housekeeping,pos,94
Il servizio di ristorazione è deludente,F&B,neg,235
LA F&B È COLAZIONE BUONA,F&B,pos,2
La colazione è varia e gustosa,F&B,pos,21
CAMERA PULITISSIMA ALLA HOUSEKEEPING non so se housekeeping o reception,Housekeeping,pos,63
La camera è fresca e pulita,Housekeeping,pos,160
Durante il soggiorno colazione buona,F&B,pos,26
La camera risulta molto pulita,Housekeeping,pos,191
accoglienza buona alla Reception non so se housekeeping o reception,Reception,pos,135
LA RECEPTION È ATTESA LUNGA,Reception,neg,43
NEL COMPLESSO CAMERA PULITISSIMA area servizio,Housekeeping,pos,163
NEL COMPLESSO CAMERA DAVVERO IN ORDINE,Housekeeping,pos,93
accoglienza buona direi,Reception,pos,7
NEL COMPLESSO COLAZIONE BUONA,F&B,pos,58
Il servizio di reception è cordiale,Reception,pos,149
La qualità del cibo è ottima,F&B,pos,130
Il servizio di reception è professionale,Reception,pos,151
La reception è servizio non buono,Reception,neg,109
Il personale è lento,Reception,neg,99
durante il soggiorno staff gentile area servizzio,Reception,pos,122
La camera risulta maleodorante,Housekeeping,neg,87
CAMERA DAVVERO IN ORDINE DIREI non so se housekeeping o reception,Housekeeping,pos,80
Durante il soggiorno la camera è stata trascurata,Housekeeping,neg,214
Il buffet è varia e gustosa,F&B,pos,121
Struttura molto ben rinnovata e nella sua semplicità con un piacevolissimo design.La mia camera a tre letti era ampia e il bagno molto funzionale con una comodissima doccia.Tutto molto pulito e in ordine.,Housekeeping,pos,47
La camera si presenta ben curata,Housekeeping,pos,20
Il personale si è dimostrato ben organizzato,Reception,pos,188
Il buffet è ben preparata,F&B,pos,71
La reception risulta cordiale,Reception,pos,106
poco assortimento direi non so se housekeeping o reception,F&B,neg,20
DURANTE IL SOGGIORNO BUONA PULIZIA GENERALE,Housekeeping,pos,98
Personale ok alla reception area servizio,Reception,pos,185
Durante il soggiorno la camera è stata non pulita,Housekeeping,neg,102
