text,department,sentiment,id
L'accoglienza è stata disorganizzato,Reception,neg,83
Il servizio di reception è attento alle richieste,Reception,pos,84
Il personale si è dimostrato scortese,Reception,neg,85
Durante il soggiorno il cibo è non soddisfacente,F&B,neg,86
La camera risulta maleodorante,Housekeeping,neg,87
Il servizio di ristorazione è varia e gustosa,F&B,pos,88
Il servizio di ristorazione è ben preparata,F&B,pos,89
Il servizio di ristorazione è apprezzabile,F&B,pos,90
La camera risulta perfettamente ordinata,Housekeeping,pos,91
La camera è impeccabile,Housekeeping,pos,92
Il servizio di ristorazione è buona,F&B,pos,93
Il servizio di ristorazione è non soddisfacente,F&B,neg,94
Il personale si è dimostrato efficiente,Reception,pos,95
La camera è ben mantenuta,Housekeeping,pos,96
Il buffet è poco varia,F&B,neg,97
Il personale si è dimostrato disorganizzato,Reception,neg,98
Il personale è lento,Reception,neg,99
La camera risulta in ottime condizioni,Housekeeping,pos,100
L'accoglienza è stata ben organizzato,Reception,pos,101
Durante il soggiorno la camera è stata non pulita,Housekeeping,neg,102
Il buffet è non soddisfacente,F&B,neg,103
L'offerta gastronomica è di qualità,F&B,pos,104
La camera si presenta perfettamente ordinata,Housekeeping,pos,105
La reception risulta cordiale,Reception,pos,106
Durante il soggiorno la camera è stata maleodorante,Housekeeping,neg,107
Durante il soggiorno la camera è stata molto pulita,Housekeeping,pos,108
Il livello di pulizia è con scarsa igiene,Housekeeping,neg,109
Durante il soggiorno il cibo è varia e gustosa,F&B,pos,110
Il servizio di ristorazione è di bassa qualità,F&B,neg,111
La camera è igienizzata correttamente,Housekeeping,pos,112
L'offerta gastronomica è deludente,F&B,neg,113
Il servizio di ristorazione è scarsa,F&B,neg,114
Durante il soggiorno il cibo è soddisfacente,F&B,pos,115
Abbiamo trovato la camera piena di polvere,Housekeeping,neg,116
Durante il soggiorno il personale è stato attento alle richieste,Reception,pos,117
Abbiamo trovato la camera perfettamente ordinata,Housekeeping,pos,118
L'accoglienza è stata cordiale,Reception,pos,119
Abbiamo trovato la camera pulita e ordinata,Housekeeping,pos,120
Il buffet è varia e gustosa,F&B,pos,121
Il personale è ben organizzato,Reception,pos,122
La camera si presenta sporca,Housekeeping,neg,123
Durante il soggiorno il personale è stato scortese,Reception,neg,124
La qualità del cibo è soddisfacente,F&B,pos,125
Il buffet è di qualità,F&B,pos,126
La qualità del cibo è di qualità,F&B,pos,127
La camera risulta ben mantenuta,Housekeeping,pos,128
Il personale si è dimostrato lento,Reception,neg,129
La qualità del cibo è ottima,F&B,pos,130
Il livello di pulizia è impeccabile,Housekeeping,pos,131
Durante il soggiorno la camera è stata sporca,Housekeeping,neg,132
La colazione è scarsa,F&B,neg,133
La camera risulta non pulita,Housekeeping,neg,134
La camera risulta sporca,Housekeeping,neg,135
Durante il soggiorno il cibo è fredda,F&B,neg,136
Il personale è molto disponibile,Reception,pos,137
Durante il soggiorno la camera è stata in ottime condizioni,Housekeeping,pos,138
La reception risulta lento,Reception,neg,139
Il personale è poco disponibile,Reception,neg,140
La reception risulta inefficiente,Reception,neg,141
Il personale è efficiente,Reception,pos,142
La camera si presenta con scarsa igiene,Housekeeping,neg,143
Abbiamo trovato la camera igienizzata correttamente,Housekeeping,pos,144
Il servizio di ristorazione è fredda,F&B,neg,145
Durante il soggiorno il cibo è apprezzabile,F&B,pos,146
Il buffet è apprezzabile,F&B,pos,147
La colazione è poco varia,F&B,neg,148
Il servizio di reception è cordiale,Reception,pos,149
Abbiamo trovato la camera non pulita,Housekeeping,neg,150
Il servizio di reception è professionale,Reception,pos,151
La camera risulta impeccabile,Housekeeping,pos,152
L'offerta gastronomica è scarsa,F&B,neg,153
Durante il soggiorno la camera è stata ben curata,Housekeeping,pos,154
La reception risulta disorganizzato,Reception,neg,155
La qualità del cibo è ben preparata,F&B,pos,156
La camera si presenta poco curata,Housekeeping,neg,157
La camera risulta trascurata,Housekeeping,neg,158
La reception risulta efficiente,Reception,pos,159
La camera è fresca e pulita,Housekeeping,pos,160
Abbiamo trovato la camera trascurata,Housekeeping,neg,161
Durante il soggiorno il cibo è scarsa,F&B,neg,162
La qualità del cibo è buona,F&B,pos,163
La camera risulta ben curata,Housekeeping,pos,164
L'accoglienza è stata molto disponibile,Reception,pos,165
La reception risulta poco disponibile,Reception,neg,166
Il livello di pulizia è trascurata,Housekeeping,neg,167
Durante il soggiorno il cibo è deludente,F&B,neg,168
La camera si presenta igienizzata correttamente,Housekeeping,pos,169
La camera si presenta pulita e ordinata,Housekeeping,pos,170
La reception risulta molto disponibile,Reception,pos,171
Abbiamo trovato la camera in ottime condizioni,Housekeeping,pos,172
Il personale è disorganizzato,Reception,neg,173
Durante il soggiorno la camera è stata fresca e pulita,Housekeeping,pos,174
Il buffet è di bassa qualità,F&B,neg,175
Il servizio di reception è poco disponibile,Reception,neg,176
Durante il soggiorno la camera è stata impeccabile,Housekeeping,pos,177
Il personale si è dimostrato poco disponibile,Reception,neg,178
La reception risulta gentile,Reception,pos,179
La reception risulta poco professionale,Reception,neg,180
La colazione è di qualità,F&B,pos,181
Il livello di pulizia è ben curata,Housekeeping,pos,182
La camera è con scarsa igiene,Housekeeping,neg,183
Durante il soggiorno il personale è stato gentile,Reception,pos,184
Il personale si è dimostrato inefficiente,Reception,neg,185
Il servizio di reception è poco professionale,Reception,neg,186
Il livello di pulizia è maleodorante,Housekeeping,neg,187
Il personale si è dimostrato ben organizzato,Reception,pos,188
Il personale è inefficiente,Reception,neg,189
Durante il soggiorno il cibo è ben preparata,F&B,pos,190
La camera risulta molto pulita,Housekeeping,pos,191
Il livello di pulizia è poco curata,Housekeeping,neg,192
L'offerta gastronomica è buona,F&B,pos,193
Durante il soggiorno il personale è stato molto disponibile,Reception,pos,194
La camera è non pulita,Housekeeping,neg,195
Abbiamo trovato la camera fresca e pulita,Housekeeping,pos,196
La camera si presenta ben mantenuta,Housekeeping,pos,197
La camera risulta poco curata,Housekeeping,neg,198
La camera risulta con scarsa igiene,Housekeeping,neg,199
La camera è molto pulita,Housekeeping,pos,200
Durante il soggiorno il personale è stato poco professionale,Reception,neg,201
Il livello di pulizia è in ottime condizioni,Housekeeping,pos,202
Durante il soggiorno la camera è stata piena di polvere,Housekeeping,neg,203
L'offerta gastronomica è ben preparata,F&B,pos,204
Il personale è poco professionale,Reception,neg,205
La qualità del cibo è varia e gustosa,F&B,pos,206
Durante il soggiorno la camera è stata poco curata,Housekeeping,neg,207
La qualità del cibo è non soddisfacente,F&B,neg,208
La qualità del cibo è poco varia,F&B,neg,209
La reception risulta ben organizzato,Reception,pos,210
Il personale si è dimostrato gentile,Reception,pos,211
La camera risulta fresca e pulita,Housekeeping,pos,212
Il buffet è fredda,F&B,neg,213
Durante il soggiorno la camera è stata trascurata,Housekeeping,neg,214
La camera è perfettamente ordinata,Housekeeping,pos,215
Durante il soggiorno il cibo è buona,F&B,pos,216
La qualità del cibo è deludente,F&B,neg,217
La camera è in ottime condizioni,Housekeeping,pos,218
Durante il soggiorno il cibo è poco varia,F&B,neg,219
Abbiamo trovato la camera maleodorante,Housekeeping,neg,220
Il buffet è deludente,F&B,neg,221
Il personale è professionale,Reception,pos,222
L'accoglienza è stata scortese,Reception,neg,223
La camera risulta pulita e ordinata,Housekeeping,pos,224
L'accoglienza è stata poco professionale,Reception,neg,225
Il livello di pulizia è ben mantenuta,Housekeeping,pos,226
La camera si presenta impeccabile,Housekeeping,pos,227
Il livello di pulizia è piena di polvere,Housekeeping,neg,228
L'accoglienza è stata lento,Reception,neg,229
Abbiamo trovato la camera con scarsa igiene,Housekeeping,neg,230
Il personale si è dimostrato professionale,Reception,pos,231
Il buffet è buona,F&B,pos,232
Il personale si è dimostrato molto disponibile,Reception,pos,233
Il servizio di reception è gentile,Reception,pos,234
Il servizio di ristorazione è deludente,F&B,neg,235
Il personale è scortese,Reception,neg,236
La camera si presenta maleodorante,Housekeeping,neg,237
Abbiamo trovato la camera ben curata,Housekeeping,pos,238
La colazione è ottima,F&B,pos,239
Abbiamo trovato la camera impeccabile,Housekeeping,pos,240
La camera si presenta molto pulita,Housekeeping,pos,241
La colazione è fredda,F&B,neg,242
La camera è piena di polvere,Housekeeping,neg,243
Il livello di pulizia è igienizzata correttamente,Housekeeping,pos,244
Durante il soggiorno la camera è stata igienizzata correttamente,Housekeeping,pos,245
La camera si presenta in ottime condizioni,Housekeeping,pos,246
L'offerta gastronomica è poco varia,F&B,neg,247
Il personale è gentile,Reception,pos,248
Il personale si è dimostrato poco professionale,Reception,neg,249
