text,department,sentiment,id
Buona pulizia generale direi,Housekeeping,pos,165
La camera risulta in ottime condizioni,Housekeeping,pos,100
Il livello di pulizia è ben mantenuta,Housekeeping,pos,226
Durante il soggiorno tutto abbastanza buono forse housekeeping,F&B,pos,145
Il buffet è fredda,F&B,neg,213
La reception risulta molto disponibile,Reception,pos,171
Il personale si è dimostrato disorganizzato,Reception,neg,98
nel complesso camera davvero in ordine reception o forse ristorante,Housekeeping,pos,42
La camera è perfettamente ordinata,Housekeeping,pos,215
Durante il soggiorno il personale è stato professionale,Reception,pos,61
Il livello di pulizia è sporca,Housekeeping,neg,47
Il livello di pulizia è non pulita,Housekeeping,neg,32
COLAZIONE SCARSA ALLA F&B,F&B,neg,17
personale ok direi area servizio,Reception,pos,77
La camera è molto pulita,Housekeeping,pos,200
TUTTO ABBASTANZA BUONO DIREI reception o forse ristorante,F&B,pos,188
Durante il soggiorno il cibo è di qualità,F&B,pos,27
RECEPTION LENTA DIREI,Reception,neg,111
Abbiamo trovato la camera con scarsa igiene,Housekeeping,neg,230
la F&B è cibo freddo forse housekeeping,F&B,neg,10
TUTTO ABBASTANZA BUONO ALLA F&B,F&B,pos,38
Durante il soggiorno il cibo è scarsa,F&B,neg,162
Cibo ok alla f&b forse housekeeping,F&B,pos,143
Durante il soggiorno la camera è stata in ottime condizioni,Housekeeping,pos,138
Durante il soggiorno la camera è stata pulita e ordinata,Housekeeping,pos,62
La camera risulta sporca,Housekeeping,neg,135
La camera risulta ben mantenuta,Housekeeping,pos,128
la F&B è qualità bassa reception o forse ristorante,F&B,neg,189
La qualità del cibo è scarsa,F&B,neg,8
CAMERA PULITISSIMA ALLA HOUSEKEEPING non so se housekeeping o reception,Housekeeping,pos,76
Durante il soggiorno servizzio non buono,Reception,neg,178
La camera è trascurata,Housekeeping,neg,64
LA F&B È CIBO OK reception o forse ristorante,F&B,pos,50
La colazione è non soddisfacente,F&B,neg,14
La qualità del cibo è ben preparata,F&B,pos,156
La camera è poco curata,Housekeeping,neg,40
DURANTE IL SOGGIORNO COLAZIONE BUONA reception o forse ristorante,F&B,pos,174
Colazione buona direi forse housekeeping,F&B,pos,124
Durante il soggiorno il cibo è buona,F&B,pos,216
nel complesso cibo ok,F&B,pos,29
CAMERA PULITISSIMA DIREI,Housekeeping,pos,151
nel complesso colazione scarsa,F&B,neg,147
LA RECEPTION È PERSONALE SCORTESE forse housekeeping,Reception,neg,87
Il personale è scortese,Reception,neg,236
Durante il soggiorno la camera è stata poco curata,Housekeeping,neg,207
La camera risulta fresca e pulita,Housekeeping,pos,212
Buffet soddisfacente alla f&b non so se housekeeping o reception,F&B,pos,45
DURANTE IL SOGGIORNO CAMERA DAVVERO IN ORDINE,Housekeeping,pos,172
La f&b è tutto abbastanza buono,F&B,pos,1
,,,"0,""Posizione ideale per visitare i luoghi più significativi della città. Staff molto gentile. Pulizia degli ambienti. Camere confortevoli, eleganti, comode. Saletta della prima colazione carina, anche se piccola."",Reception,pos"
personalle ok alla Reception,Reception,pos,173
Durante il soggiorno qualità bassa,F&B,neg,53
accoglienza buona direi,Reception,pos,100
Nel complesso tutto ok con la stanza,Housekeeping,pos,19
Durante il soggiorno il personale è stato poco professionale,Reception,neg,201
Abbiamo trovato la camera trascurata,Housekeeping,neg,161
La camera è ben curata,Housekeeping,pos,43
La qualità del cibo è deludente,F&B,neg,217
Durante il soggiorno il cibo è ben preparata,F&B,pos,190
tutto abbastanza buono direi forse housekeeping,F&B,pos,59
Durante il soggiorno accoglienza buona,Reception,pos,9
La camera si presenta perfettamente ordinata,Housekeeping,pos,105
Durante il soggiorno il personale è stato cordiale,Reception,pos,53
Abbiamo trovato la camera poco curata,Housekeeping,neg,1
SERVIZIO NON BUONO DIREI forse housekeeping,Reception,neg,158
SERVIZIO NON BUONO ALLA RECEPTION,Reception,neg,195
Abbiamo trovato la camera sporca,Housekeeping,neg,49
Abbiamo trovato la camera molto pulita,Housekeeping,pos,80
Il personale è poco professionale,Reception,neg,205
Il buffet è ottima,F&B,pos,34
NEL COMPLESSO POCO ASSORTIMENTO non so se housekeeping o reception,F&B,neg,13
Staff gentile alla reception,Reception,pos,116
La camera risulta perfettamente ordinata,Housekeeping,pos,91
NEL COMPLESSO BUFFET SODDISFACENTE,F&B,pos,89
DURANTE IL SOGGIORNO PERSONALE SCORTESE forse housekeeping,Reception,neg,186
Il personale si è dimostrato cordiale,Reception,pos,52
DURANTE IL SOGGIORNO TUTTO OK CON LA STANZA reception o forse ristorante,Housekeeping,pos,95
LA HOUSEKEEPING È CAMERA DAVVERO IN ORDINE,Housekeeping,pos,14
La camera si presenta molto pulita,Housekeeping,pos,241
L'accoglienza è stata inefficiente,Reception,neg,13
Durante il soggiorno cibo ok,F&B,pos,65
Il servizio di ristorazione è varia e gustosa,F&B,pos,88
DURANTE IL SOGGIORNO COLAZIONE SCARSA area servizio,F&B,neg,137
nel complesso camera davvero in ordine,Housekeeping,pos,23
La reception risulta poco disponibile,Reception,neg,166
persoale ok alla Reception,Reception,pos,78
Terribile. Sono stato derubato di tutti i miei effetti personali e valigie mentre andavo in questo hotel e quando ho chiamato per dire loro che non potevo rimanere perché non avevo effetti personali e non avrebbero cancellato la mia prenotazione e comunque mi hanno addebitato - servizio clienti TERRIBILE.,Reception,neg,7
La camera risulta non pulita,Housekeeping,neg,134
Tutto ok con la stanza direi,Housekeeping,pos,56
DURANTE IL SOGGIORNO NON ERA PULITA BENE,Housekeeping,neg,193
nel complesso personale ok,Reception,pos,69
La camera è piena di polvere,Housekeeping,neg,243
L'offerta gastronomica è soddisfacente,F&B,pos,54
Cibo ok direi forse housekeeping,F&B,pos,113
Il servizio di reception è disorganizzato,Reception,neg,50
Durante il soggiorno la camera è stata fresca e pulita,Housekeeping,pos,174
Il personale è inefficiente,Reception,neg,189
Buona la posizione non lontana dalla stazione di Bari Centrale e da Corso Cavour. Colazione da migliorare. Camera non spaziosa come dovrebbe essere in un hotel a 3 stelle. La pulizia non è delle migliori.,F&B,neg,31
Il livello di pulizia è maleodorante,Housekeeping,neg,187
La camera si presenta igienizzata correttamente,Housekeeping,pos,169
La reception risulta professionale,Reception,pos,58
La colazione è buona,F&B,pos,48
la Housekeeping è buona pulizia generale,Housekeeping,pos,94
Il servizio di ristorazione è deludente,F&B,neg,235
SERVIZIO NON BUONO DIREI,Reception,neg,2
La colazione è varia e gustosa,F&B,pos,21
servizio non buono alla Reception forse housekeeping,Reception,neg,63
La camera è fresca e pulita,Housekeeping,pos,160
POCO ASSORTIMENTO ALLA F&B,F&B,neg,26
La camera risulta molto pulita,Housekeeping,pos,191
Attesa lunga alla reception,Reception,neg,135
durante il soggiorno reception lenta,Reception,neg,43
nel complesso buona pulizia generale,Housekeeping,pos,163
LA F&B È CIBO OK area servizio,F&B,pos,93
NEL COMPLESSO PERSONALE SCORTESE,Reception,neg,7
NEL COMPLESSO ACCOGLIENZA BUONA,Reception,pos,58
Il servizio di reception è cordiale,Reception,pos,149
La qualità del cibo è ottima,F&B,pos,130
Il servizio di reception è professionale,Reception,pos,151
La f&b è cibo freddo,F&B,neg,109
Il personale è lento,Reception,neg,99
Cibo ok direi non so se housekeeping o reception,F&B,pos,122
La camera risulta maleodorante,Housekeeping,neg,87
TUTTO ABBASTANZA BUONO ALLA F&B area servizio,F&B,pos,80
Durante il soggiorno la camera è stata trascurata,Housekeeping,neg,214
Il buffet è varia e gustosa,F&B,pos,121
Struttura molto ben rinnovata e nella sua semplicità con un piacevolissimo design.La mia camera a tre letti era ampia e il bagno molto funzionale con una comodissima doccia.Tutto molto pulito e in ordine.,Housekeeping,pos,47
La camera si presenta ben curata,Housekeeping,pos,20
Il personale si è dimostrato ben organizzato,Reception,pos,188
Il buffet è ben preparata,F&B,pos,71
La reception risulta cordiale,Reception,pos,106
DURANTE IL SOGGIORNO TUTTO OK CON LA STANZA,Housekeeping,pos,20
Durante il soggiorno camera pulitissima,Housekeeping,pos,98
Accoglienza buona direi area servizio,Reception,pos,185
Durante il soggiorno la camera è stata non pulita,Housekeeping,neg,102
