id,text,department,sentiment
"46,""Bellissimo b&b, posizione perfetta, personale fantastico! Stanza accogliente, pulitissima e dotata di ogni comfort! Terrazzo panoramico con una vista mozzafiato sullo splendido centro storico della città di Bari. Locali della movida cittadina a due passi."",Reception,pos,,,"
"63,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
231,Servizio colazione rapido e cibo di qualità,F&B,pos
"244,""STANZA SEMPRE PULITA OGNI GIORNO, SERVIZIO RIFACIMENTO LETTO PRECISO MA NON SEMPRE PERFETTO!!! non tutto era perfetto"",Housekeeping,pos"
215,Ristorante eccellente con piatti gustosi,F&B,pos
"9,""Ottimo hotel nel cuore della splendida Bari. Receptionist disponibili, gentili donne delle pulizie e personale eccellente per la colazione. La nostra camera era così grande e confortevole. Avevamo molte attrazioni raggiungibili a piedi dall'hotel."",Reception,neg,,,"
"42,""Ci siamo stati due volte e totalmente ritorno se si arriva a Bari un giorno. Le camere sono pulite e spaziose, la posizione è eccellente, la terrazza sul tetto dispone di una bella vista, non si potrebbe chiedere di più. Rosy è molto disponibile e cordiale."",Housekeeping,pos,,,"
33,Servizio colazione rapido e cibo di qualità,F&B,pos
157,Buffet abbondante e qualità del cibo ottima!!!,F&B,pos
34,Buffet abbondante e qualità del cibo ottima!!!,F&B,pos
0,Servizio colazione rapido e cibo di qualità,F&B,pos
"11,""Stanza sempre pulita ogni giorno, servizio rifacimento letto preciso"",Housekeeping,pos"
"25,""Reception disponibile e professionale, risposte rapide!!!"",Reception,pos"
"22,""Stanza sempre pulita ogni giorno, servizio rifacimento letto preciso"",Housekeeping,pos"
119,Colazione ricca e varia con prodotti freschi,F&B,pos
101,Servizio lento durante i pasti,F&B,neg
131,Scarsa comunicazione alla reception,Reception,neg
89,Buffet abbondante e qualità del cibo ottima,F&B,pos
83,SERVIZIO DI PULIZIA SUPERFICIALE E POCO ACCURATO MA NON SEMPRE PERFETTO!!!,Housekeeping,neg
137,Colazione scarsa e poco varia,F&B,neg
211,Check-in veloce e personale molto gentile,Reception,pos
43,Posizione ottima e petsonale gentile e cortese sono i punti di forza.,Reception,pos
140,Personale poco cordiale alla reception,Reception,neg
121,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
18,Ristorante eccellente con piatti gustosi,F&B,pos
73,Procedure di check-in e check-out semplici e veloci ma non sempre perfetto,Reception,pos
232,Servizio colazione rapido e cibo di qualità ma non sempre perfetto anche se qualcosa mancava,F&B,pos
158,Bagno non pulito e cattivo odore,Housekeeping,neg
15,Ampia scelta di cibo dolce e salato al buffet,F&B,pos
84,Bagno non pulito e cattivo odore ma non sempre perfetto,Housekeeping,neg
"39,""Pulizia eccellente, bagno impeccabile e ambiente igienizzato"",Housekeeping,pos"
54,Staff della reception molto efficiente e disponibile 24h,Reception,pos
"34,""Camera confortevole,in ottima posizione e con tutti i confort necessari ( e non!) Piccoli dettagli, quale un semplice caffè offerto o un cioccolatino sul cuscino, possono rendere un semplice soggiorno in un piccolo grande piacere."",Housekeeping,pos,,,"
46,Procedure di check-in e check-out semplici e veloci,Reception,pos
93,Ristorante eccellente con piatti gustosi,F&B,pos
"228,""Pulizia eccellente, bagno impeccabile e ambiente igienizzato"",Housekeeping,pos"
113,BUFFET POVERO E POCA SCELTA MA NON SEMPRE PERFETTO!!! anche se qualcosa mancava,F&B,neg
243,Servizio colazione rapido e cibo di qualità ma non sempre perfetto,F&B,pos
223,Letto non rifatto correttamente e lenzuola macchiate ma non sempre perfetto,Housekeeping,neg
"248,""Camera molto pulita e ordinata, biancheria profumata"",Housekeeping,pos"
"49,""Consiglio questa struttura: ottima posizione , facilmente raggiungibile e dotata di parcheggio, stanze pulite ed accoglienti. Personale gentile e disponibile. La struttura è grande e definita nei particolari. Le camere sono grandi . Unica pecca la mancanza di un piccolo frigo in camera."",Reception,pos,,,"
239,Colazione ricca e varia con prodotti freschi ma non sempre perfetto,F&B,pos
"194,""Camera luminosa, pavimenti puliti e nessuna polvere ma non sempre perfetto"",Housekeeping,pos"
115,Personale poco cordiale alla reception,Reception,neg
204,Ristorante eccellente con piatti gustosi,F&B,pos
85,Scarsa comunicazione alla reception,Reception,neg
107,Staff della reception molto efficiente e disponibile 24h,Reception,pos
"111,""Camera luminosa, pavimenti puliti e nessuna polvere esperienza altalenante"",Housekeeping,pos"
"60,""CAMERA LUMINOSA, PAVIMENTI PULITI E NESSUNA POLVERE"",Housekeeping,pos"
"148,""Reception disponibile e professionale, risposte rapide ma non sempre perfetto!!! ma potrebbe migliorare"",Reception,pos"
69,Servizio colazione rapido e cibo di qualità,F&B,pos
"11,""Stanza sempre pulitA ogni giorno, servizio rifacimento letto preciso ma non sempre perfetto"",Housekeeping,pos"
"17,""Con la mia famiglia abbiamo partecipate a DJTen.Ottimo hotel,vicino al centro storico ed alla stazione dei treni.Pulito,staff gentile la colazione molto varia e gustosa(anche la pizza barese).Molto gradita la palestra al 5 piano."",F&B,pos,,,"
"187,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
182,Servizio colazione rapido e cibo di qualità,F&B,pos
124,Buffet abbondante e qualità del cibo ottima,F&B,pos
143,Personale poco cordiale alla reception,Reception,neg
225,Colazione scarsa e poco varia,F&B,neg
235,Buffet abbondante e qualità del cibo ottima,F&B,pos
176,Qualità del cibo sotto le aspettative,F&B,neg
"37,""Il b&b ha il grosso limite di non avere una reception e questo comporta numerosi disagi, a partire dal sovrapprezzo in caso di check-in e check out fuori orario fino al deposito bagagli a pagamento. Proprietaria abbastanza assente. Considerando che siamo a Bari, famosa per accoglienza, generosità e disponibilità, credo che sia un aspetto non trascurabile per un turista."",Reception,neg,,,"
55,Buffet povero e poca scelta ma non sempre perfetto!!!,F&B,neg
249,Attesa molto lunga al check-in,Reception,neg
133,Colazione ricca e varia con prodotti freschi non tutto era perfetto,F&B,pos
24,Servizio colazione rapido e cibo di qualità,F&B,pos
62,Scarsa igiene nella stanza e pavimenti sporchi,Housekeeping,neg
"117,""Stanza sempre pulita ogni giorno, servizo rifacimento letto preciso!!!"",Housekeeping,pos"
71,Servizio di pulizia superficiale e poco accurato ma non sempre perfetto!!! non tutto era perfetto,Housekeeping,neg
222,Ampia scelta di cibo dolce e salato al buffet ma potrebbe migliorare,F&B,pos
"19,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
"130,""Camera luminosa, pavimenti puliti e nessuna polvere ma non sempre perfetto"",Housekeeping,pos"
56,Bagno non pulito e cattivo odore,Housekeeping,neg
140,Personale poco cordiale alla reception,Reception,neg
"31,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
"145,""Pulizia eccellente, bagno impeccabile e ambiente igienizzato ma non sempre perfetto!!!"",Housekeeping,pos"
"221,""Camera luminosa, pavimenti puliti e nessuna polvere!!!"",Housekeeping,pos"
7,Scarsa comunicazione alla reception ma non sempre perfetto,Reception,neg
"238,""Stanza sempre pulita ogni giorno, servizio rifacimento letto preciso non tutto era perfetto"",Housekeeping,pos"
192,Servizio colazione rapido e cibo di qualità,F&B,pos
"25,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
40,Scarsa igiene nella stanza e pavimenti sporchi,Housekeeping,neg
42,Ristorante eccellente con piatti gustosi,F&B,pos
"99,""Camera sporca, polvere visibile sui mobili"",Housekeeping,neg"
"23,""Ho prenotato l'hotel per i clienti, perché era vicino alla stazione dei treni. L'hotel era molto rumoroso, non avrebbero cambiato le stanze per i clienti in una posizione più tranquilla senza costi aggiuntivi, hanno ignorato le mie richieste inviate mesi prima - tutti insieme i clienti erano molto scontenti."",Reception,neg,,,"
"219,""Reception disponibile e professionale, risposte rapide anche se qualcosa mancava"",Reception,pos"
149,Procedure di check-in e check-out semplici e veloci anche se qualcosa mancava,Reception,pos
68,Procedure lente e disorganizzate,Reception,neg
154,Servizio colazione rapido e cibo di qualità,F&B,pos
126,Staff della reception molto efficiente e disponibile 24h,Reception,pos
"37,""CAMERA LUMINOSA, PAVIMENTI PULITI E NESSUNA POLVERE anche se qualcosa mancava"",Housekeeping,pos"
124,BUFFET ABBONDANTE E QUALITÀ DEL CIBO OTTIMA,F&B,pos
174,Qualità del cibo sotto le aspettative,F&B,neg
"31,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
113,Buffet povero e poca scelta,F&B,neg
54,STAFF DELLA RECEPTION MOLTO EFFICIENTE E DISPONIBILE 24H,Reception,pos
173,Staff della reception molto efficiente e disponibile 24h,Reception,pos
112,PROCEDURE DI CHECK-IN E CHECK-OUT SEMPLICI E VELOCI MA NON SEMPRE PERFETTO!!!,Reception,pos
"208,""Stanza sempre pulita ogni giorno, servizio rifacimento letto preciso"",Housekeeping,pos"
57,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
5,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
24,Servizio colazione rapido e cibo di qualità,F&B,pos
17,Procedure lente e disorganizzate,Reception,neg
237,Letto non rifatto correttamente e lenzuola macchiate,Housekeeping,neg
66,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
249,Attesa molto lunga al check-in,Reception,neg
"28,""Ottima posizione , ma il personale dovrebbe essere più cordiale visto che non sta parlando con i suoi amici ! Dizione ed educazione non sono per questo posto ! Ma tutto sommato a parte il personale da rivedere il posto è pulito e vicino alla stazione"",Reception,neg,,,"
15,Ampia scelta di cibo dolce e salato al buffet!!!,F&B,pos
201,Procedure lente e disorganizzate,Reception,neg
"196,""Reception disponibile e professionale, risposte rapide!!!"",Reception,pos"
94,Cibo freddo e qualità bassa al ristorante,F&B,neg
180,Bagno non pulito e cattivo odore,Housekeeping,neg
234,Scarsa comunicazione alla reception,Reception,neg
92,Servizio colazione rapido e cibo di qualità,F&B,pos
23,Scarsa igiene nella stanza e pavimenti sporchi,Housekeeping,neg
27,Check-in veloce e personale molto gentile anche se qualcosa mancava,Reception,pos
49,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
47,Ristorante eccellente con piatti gustosi anche se qualcosa mancava,F&B,pos
5,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
116,Servizio colazione rapido e cibo di qualità,F&B,pos
45,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
"228,""Pulizia eccellente, bagno impeccabile e ambiente igienizzato"",Housekeeping,pos"
66,Ottima igiene generale della stanza e cambio asciugamani regolare ma non sempre perfetto,Housekeeping,pos
"16,""Camera luminosa, pavimenti puliti e nessuna polvere"",Housekeeping,pos"
48,Servizio colazione rapido e cibo di qualità,F&B,pos
"172,""Camera molto pulita e ordinata, biancheria profumata ma non sempre perfetto"",Housekeeping,pos"
161,Scarsa comunicazione alla reception ma non sempre perfetto!!! esperienza altalenante,Reception,neg
"3,""Accoglienza ottima, personale cortese e sorridente"",Reception,pos"
"22,""Stanza sempre pulitA ogni giorno, servizo rifacimento letto preciso non tutto era perfetto"",Housekeeping,pos"
"244,""Stanza sempre pulita ogni giorno, servizio rifacimento letto preciso"",Housekeeping,pos"
"60,""Camera luminosa, pavimenti puliti e nessuna polvere"",Housekeeping,pos"
"196,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
"29,""Il personale di questa struttura, a cinque minuti dalla stazione dei treni di Bari, è gentilissimo e disponibile ad andare incontro ad ogni esigenza dei clienti. Le sue tre stelle le merita tutte senza ombra di dubbio."",Reception,pos,,,"
"110,""Camera molto pulita e ordinata, biancheria profumata"",Housekeeping,pos"
"207,""Stanza sempre pulita ogni giorno, servizo rifacimento letto preciso"",Housekeeping,pos"
51,Procedure di check-in e check-out semplici e veloci non tutto era perfetto,Reception,pos
29,Scarsa igiene nella stanza e pavimenti sporchi,Housekeeping,neg
"245,""Accoglienza ottima, personale cortese e sorridente"",Reception,pos"
222,Ampia scelta di cibo dolce e salato al buffet,F&B,pos
26,Servizio colazione rapido e cibo di qualità,F&B,pos
7,Scarsa comunicazione alla reception,Reception,neg
181,Attesa molto lunga al check-in,Reception,neg
50,Procedure di check-in e check-out semplici e veloci,Reception,pos
108,Letto non rifatto correttamente e lenzuola macchiate,Housekeeping,neg
"37,""Camera luminosa, pavimenti puliti e nessuna polvere"",Housekeeping,pos"
157,Buffet abbondante e qualità del cibo ottima,F&B,pos
"24,""Vicino alla stazione, ad un passo dal centro, orario di portineria h24, ottima colazione, mobili un po' datati per mio gusto. Bagni moderni, mi piaciuto zona relax. Palestra piccolina.. Consigliato per tutti"",Reception,pos,,,"
118,Colazione scarsa e poco varia,F&B,neg
162,Ottima igiene generale della stanza e cambio asciugamani regolare non tutto era perfetto,Housekeeping,pos
114,Check-in confuso e gestione pessima delle richieste,Reception,neg
48,Servizio colazione rapido e cibo di qualità ma non sempre perfetto non tutto era perfetto,F&B,pos
"203,""Camera molto pulita e ordinata, biancheria profumata"",Housekeeping,pos"
175,Ampia scelta di cibo dolce e salato al buffet,F&B,pos
247,Ampia scelta di cibo dolce e salato al buffet,F&B,pos
125,Ampia scelta di cibo dolce e salato al buffet ma non sempre perfetto,F&B,pos
144,Servizio colazione rapido e cibo di qualità,F&B,pos
"194,""Camera luminosa, pavimenti puliti e nessuna polvere"",Housekeeping,pos"
176,QUALITÀ DEL CIBO SOTTO LE ASPETTATIVE MA NON SEMPRE PERFETTO!!!,F&B,neg
189,STAFF DELLA RECEPTION MOLTO EFFICIENTE E DISPONIBILE 24H MA NON SEMPRE PERFETTO!!!,Reception,pos
41,Check-in confuso e gestione pessima delle richieste ma non sempre perfetto,Reception,neg
57,Ottima igiene generale della stanza e cambio asciugamani regolare ma non sempre perfetto!!! non tutto era perfetto,Housekeeping,pos
"170,""STANZA SEMPRE PULITA OGNI GIORNO, SERVIZIO RIFACIMENTO LETTO PRECISO non tutto era perfetto"",Housekeeping,pos"
"13,""Ci vado spesso per lavoro non per mia scelta . Hotel abbastanza pulito ma il portiere di notte deve cambiare mestiere, gli dico di mettere la sveglia al mattino e non ti chiama. Letti fanno piangere al mattino ti svegli tutto storto meglio che dormivi sulla sedia. Stanze senza finestra bagno senza finestra. Cmq è un pessimo hotel. Peccato che ci devo sempre venire non per mia scelta"",Housekeeping,neg,,,"
"141,""Camera sporca, polvere visibile sui mobili"",Housekeeping,neg"
171,Servizio lento durante i pasti ma non sempre perfetto non tutto era perfetto,F&B,neg
"67,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
182,Servizio colazzione rapido e cibo di qualità ma non sempre perfetto!!!,F&B,pos
227,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
168,Staff della reception molto efficiente e disponibile 24h,Reception,pos
188,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
"21,""CAMERA MOLTO PULITA E ORDINATA, BIANCHERIA PROFUMATA"",Housekeeping,pos"
184,Servizio colazione rapido e cibo di qualità,F&B,pos
18,Ristorante eccellente con piatti gustosi!!!,F&B,pos
193,Ampia scelta di cibo dolce e salato al buffet,F&B,pos
"152,""Stanza sempre pulita ogni giorno, servizio rifacimento letto preciso"",Housekeeping,pos"
11,Parcheggio custodito convenzionato nelle vicinanze. Colazione nella norma. Unica pecca migliorabile è l'insonorizzazione delle stanze tra loro che non permette un corretto riposo,F&B,pos
105,Servizio colazione rapido e cibo di qualità,F&B,pos
160,Check-in veloce e personalee molto gentile,Reception,pos
153,Letto non rifatto correttamente e lenzuola macchiate ma non sempre perfetto!!! non tutto era perfetto,Housekeeping,neg
103,Servizio colazione rapido e cibo di qualità,F&B,pos
"127,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
74,Servizio lento durante i pasti,F&B,neg
103,Servizio colazione rapido e cibo di qualità!!!,F&B,pos
"27,""La pulizia va bene, la stanza non è grandissima, è a ridosso della stazione quindi fracasso dei treni sempre e per aver pagato 95 euro al giorno potevo prendermi un 4 stelle e godere di un servizio migliore..nemmeno il parcheggio hanno e vi spediscono in un garage con la convenzione di 15 euro al giorno, insomma costerebbe 110 euro senza nemmeno spostarsi."",Housekeeping,neg,,,"
119,Colazione ricca e varia con prodotti freschi,F&B,pos
72,SCARSA IGIENE NELLA STANZA E PAVIMENTI SPORCHI,Housekeeping,neg
92,Servizio colazione rapido e cibo di qualità anche se qualcosa mancava,F&B,pos
158,Bagno non pulito e cattivo odore,Housekeeping,neg
210,COLAZIONE RICCA E VARIA CON PRODOTTI FRESCHI,F&B,pos
"82,""Stanza sempre pulitA ogni giorno, servizio rifacimento letto preciso"",Housekeeping,pos"
36,Servizio colazione rapido e cibo di qualità!!!,F&B,pos
"88,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
192,Servizio colazzione rapido e cibo di qualità!!!,F&B,pos
"91,""Accoglienza ottima, personalee cortese e sorridente"",Reception,pos"
36,Servizio colazione rapido e cibo di qualità,F&B,pos
139,Servizio colazione rapido e cibo di qualità,F&B,pos
"3,""Accoglienza ottima, personalee cortese e sorridente!!!"",Reception,pos"
75,PROCEDURE DI CHECK-IN E CHECK-OUT SEMPLICI E VELOCI,Reception,pos
59,Scarsa igiene nella stanza e pavimenti sporchi,Housekeeping,neg
"111,""Camera luminosa, pavimenti puliti e nessuna polvere"",Housekeeping,pos"
52,Attesa molto lunga al check-in ma non sempre perfetto,Reception,neg
"212,""Reception disponibile e professionale, risposte rapide ma non sempre perfetto!!! ma potrebbe migliorare"",Reception,pos"
12,Check-in confuso e gestione pessima delle richieste!!!,Reception,neg
165,Procedure lente e disorganizzate,Reception,neg
150,Scarsa igiene nella stanza e pavimenti sporchi,Housekeeping,neg
"16,""CAMERA LUMINOSA, PAVIMENTI PULITI E NESSUNA POLVERE"",Housekeeping,pos"
"190,""Pulizia eccellente, bagno impeccabile e ambiente igienizzato ma non sempre perfetto!!!"",Housekeeping,pos"
"38,""Camera sporca, polvere visibile sui mobili"",Housekeeping,neg"
"110,""CAMERA MOLTO PULITA E ORDINATA, BIANCHERIA PROFUMATA"",Housekeeping,pos"
198,Servizio lento durante i pasti,F&B,neg
46,PROCEDURE DI CHECK-IN E CHECK-OUT SEMPLICI E VELOCI,Reception,pos
"146,""Pulizia eccellente, bagno impeccabile e ambiente igienizzato"",Housekeeping,pos"
202,Check-in veloce e personale molto gentile,Reception,pos
147,Buffet povero e poca scelta,F&B,neg
150,Scarsa igiene nella stanza e pavimenti sporchi,Housekeeping,neg
174,Qualità del cibo sotto le aspettative,F&B,neg
"123,""Pulizia eccellente, bagno impeccabile e ambiente igienizzato"",Housekeeping,pos"
175,Ampia scelta di cibo dolce e salato al buffet,F&B,pos
96,Letto non rifatto correttamente e lenzuola macchiate,Housekeeping,neg
143,Personale poco cordiale alla reception,Reception,neg
239,Colazione ricca e varia con prodotti freschi,F&B,pos
"25,""Hotel accogliente in posizione centrale. Personale cordiale, camere pulite, buona la prima colazione. Parcheggio convenzionato a pochi passi. Ottima struttura ad un prezzo accessibile nel cuore di Bari."",Reception,pos,,,"
97,Check-in confuso e gestione pessima delle richieste,Reception,neg
217,Ottima igiene generale della stanza e cambio asciugamani regolare ma potrebbe migliorare,Housekeeping,pos
43,Procedure di check-in e check-out semplici e veloci ma non sempre perfetto!!!,Reception,pos
